Email;Tip;Kaynak;Tarih
info@izto.org.tr;E-Posta;LİSTELER;3/20/2026
baskan@ebso.org.tr;E-Posta;Üyeler;3/20/2026
info@afyonkarahisartso.org.tr;E-Posta;Afyonkarahisar Ticaret ve Sanayi Odası;3/20/2026
selimhapeloglu@gmail.com;E-Posta;SANAYİ ODASI FİRMALAR - Google'da Ara;3/20/2026
info@manisatso.org.tr;E-Posta;İSO 500 Listesinde Manisa’dan 21 Firma Yer Aldı - Manisa Ticaret ve Sanayi Odası;3/20/2026
bosb@bosb.org.tr;E-Posta;BOSB: Bursa Organize Sanayi Bölgesi;3/20/2026
eso@eso.org.tr;E-Posta;Üyelerimiz - ESKİŞEHİR SANAYİ ODASI Eskişehir Sanayi Odası - ESO;3/20/2026
dso@dso.org.tr;E-Posta;Denizli Sanayi Odası;3/20/2026
aosb@aosb.org.tr;E-Posta;Firmalarımız | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@duzcetso.org.tr;E-Posta;Firma Rehberi | Düzce TSO;3/20/2026
info@kod8.net;E-Posta;Firma Rehberi | Düzce TSO;3/20/2026
info@kaltursan.com;E-Posta;Üretim Yapan Üyelerimiz arşivleri - MUĞLA TİCARET VE SANAYİ ODASI | MUTSO;3/20/2026
info@taskirandatca.com;E-Posta;Üretim Yapan Üyelerimiz arşivleri - MUĞLA TİCARET VE SANAYİ ODASI | MUTSO;3/20/2026
mertkristal@mertkristal.com;E-Posta;Üretim Yapan Üyelerimiz arşivleri - MUĞLA TİCARET VE SANAYİ ODASI | MUTSO;3/20/2026
info@ekofan.com.tr;E-Posta;Üretim Yapan Üyelerimiz arşivleri - MUĞLA TİCARET VE SANAYİ ODASI | MUTSO;3/20/2026
info@datcabeton.com;E-Posta;Üretim Yapan Üyelerimiz arşivleri - MUĞLA TİCARET VE SANAYİ ODASI | MUTSO;3/20/2026
info@sandras.com.tr;E-Posta;Üretim Yapan Üyelerimiz arşivleri - MUĞLA TİCARET VE SANAYİ ODASI | MUTSO;3/20/2026
info@datcakoyurunleri.com.tr;E-Posta;Üretim Yapan Üyelerimiz arşivleri - MUĞLA TİCARET VE SANAYİ ODASI | MUTSO;3/20/2026
3e@3eeos.com;E-Posta;3E Elektro Optik Sistemler San. Ve Tic A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@abdurrahmantatlici.com;E-Posta;Abdurrahman Tatlıcı Gıda San. Tic. Ltd. Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@adamatbaacilik.com.tr;E-Posta;Ada Matbaacılık Yayıncılık San. Ve Tic. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@adasavunma.com.tr;E-Posta;Ada Savunma Sanayi Makine İmalat Mühendislik San. Ve Tic. Ltd. Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
market@afs.com.tr;E-Posta;AFS Boru Sanayi A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
ages@agesmuhendislik.com.tr;E-Posta;Ages Mühendislik Elektrik İnşaat San. Tic. Ltd. Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
akdas@akdas.com.tr;E-Posta;Akdaş Döküm San. Ve Tic. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
akkayalar@akkayalar.com.tr;E-Posta;Akkayalar Makine Sanayi ve Tic. Ltd. Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@akpinardokum.com;E-Posta;Akpınar Döküm ve Makina Sanayi A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@aksanshaft.com;E-Posta;Aksan Kardan San. Ltd. Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@al-cap.com;E-Posta;Alcap Ambalaj San. ve Tic. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@alfadokum.com.tr;E-Posta;Alfa Döküm Makina İmalat İhr. İth. San. Ltd.Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
alfer@alfer.com.tr;E-Posta;Alfer Mühendislik Taah. ve Tic. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
almin@alminprofil.com.tr;E-Posta;Almin Alüminyum Pr. San. Tic. Ltd. Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
bilgi@alprofaluminyum.com;E-Posta;Alprof Alüminyum Sanayi İnşaat İthalat İhracat ve Tic.Ltd.Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@altim.com.tr;E-Posta;Altim Alüminyum San. Ve Tic. Ltd. Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
satis@altinkaya.com.tr;E-Posta;Altınkaya Elektronik Cihaz Kutuları San. Tic. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@altintas-goldcap.com.tr;E-Posta;Altıntaş Ambalaj San ve Tic. A.Ş | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@ankarapanel.com.tr;E-Posta;Ankara Panel İnş. Turizm Nakliyat Otomotiv San. ve Tic. Ltd. Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@ankaraseramik.com;E-Posta;Ankara Seramik Porselen San. ve Tic. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
ankaraun@ankaraun.com;E-Posta;Ankara Un San. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@ankaracelikboru.com.tr;E-Posta;Ankara Çelik Boru Sanayi ve Ticaret Ltd. Şti. Sincan OSB Şubesi | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
export@antaluminyum.com.tr;E-Posta;Ant Grup Aluminyum Sanayi ve Ticaret A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@armakina.com.tr;E-Posta;Ar Grup Makine San. Ve Tic. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@arazmekatronik.com;E-Posta;Araz Mekatronik Makina San. ve Tic. Ltd. Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
arel@arel.com.tr;E-Posta;Arel Arçağ Elektrik Mak. San. Tic. Ltd. Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
argesan@argesan.com.tr;E-Posta;Argesan Kalıp San. ve Tic. Ltd. Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
tanzer.tuncalp@arcelik.com.tr;E-Posta;Arçelik A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
asmaksan@asmaksan.com;E-Posta;As-mak-san Asfalt Makina San. ve Tic. Ltd. Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
asap@asap.com.tr;E-Posta;Asap Mekanik Makine Kalıp Mühendislik İç ve Dış Oto. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@arolez.com;E-Posta;Arolez Gıda San. ve Tic. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
yuksel@yukselyapi.net;E-Posta;Aspat Yapı İnşaat A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@asp.com.tr;E-Posta;Assan Group Makine Savunma Sanayi A.Ş | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
a-tel@a-tel.com.tr;E-Posta;Atel Teknoloji ve Savunma San. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@atilimteknik.com.tr;E-Posta;ATM Atılım Teknik Metal İmalatı Savunma Sanayi İthalat İhracat ve Tic. Ltd. Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
aydokum@aydokum.com;E-Posta;Ay Döküm A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
aybal@aybal.com;E-Posta;Aybal Plastik San. ve Tic. Ltd. Şti | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@ayesas.com;E-Posta;Aydın Yazılım ve Elektronik San. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
atagur@atagur.com.tr;E-Posta;Atagür Çelik Eşya San A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
aymak@aymak.net;E-Posta;Aymak Pazarlama Makine San. ve Tic. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@azimtic.com;E-Posta;Azim Paslanmaz Çelik Mamulleri San. ve Tic. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@baismakina.com.tr;E-Posta;Bais Makina Mühendislik Otomotiv San. Tic. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
hacibaba@hacibaba.com.tr;E-Posta;Baklavacı Hacıbaba Gıda San. Ve Tic. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@bauer.com.tr;E-Posta;Bauer Casıngs Makine San. Ve Tic.Ltd. Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
foreigntrade@bagdatbaharat.com.tr;E-Posta;Bağdat Baharatları Gıda San. ve Tic. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
yamanakyol@basas.com.tr;E-Posta;Basaş Ambalaj ve Yalıtım San. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@baskentotocam.com.tr;E-Posta;Başkent Oto Emniyet Cam Sanayi ve Tic. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@bfmcikolata.com;E-Posta;BFM Çikolata San. Tic. Ltd. Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@cbmetal.com.tr;E-Posta;CB Metal Sanayi ve Ticaret Ltd. Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
cer@cerdokum.com;E-Posta;Cer Döküm ve Makina San. ve Tic. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@clbanten.com;E-Posta;CLB Elektronik Elektrik İletişim Üretim Araştırma Geliştirme Müh. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@bozankaya.com;E-Posta;Bozankaya Raylı Sistemler A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
bilgi@zeynelcilli.com;E-Posta;Bugün Gıda ve Turizm İşletmeleri Yat. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@bvs.com.tr;E-Posta;Bülbüloğlu Vinç San. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@crrc-mng.com.tr;E-Posta;Crrc Mng Raylı Sistem Araçları San. Ve Tic. Ltd. Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@deckline.com.tr;E-Posta;Deckline Kompozit San. Tic. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
demirci@demircimakina.com.tr;E-Posta;Demirci Makine San. Ve Tic. Ltd. Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
destek@destekkalip.com.tr;E-Posta;Destek Kalıp Makine Müh. İnş. Taah. İm. İhr. Tic.Ltd.Şti | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@cnk.com.tr;E-Posta;CNK Elektronik Mak. San. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@deykimskala.com;E-Posta;Deykim Skala Dekorasyon San. Ve TİC. Ltd.Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
diktas@diktas.com;E-Posta;Diktaş Soğutma Met. İma. San. ve Tic. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
dincsa@dincsa.com;E-Posta;Dinçsa İlaç Sanayi ve Ticaret A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@demoteks.web.tr;E-Posta;Demoteks Medikal Tekstil A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
bilgi@doksanisilislem.com;E-Posta;Döksan Isıl İşlem A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@ekkutu.com;E-Posta;Ek Ambalaj Gıda San. Ve Tic. Ltd. Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@ekerplastik.com.tr;E-Posta;Eker Plastik İnşaat Nakliyat Turizm San.ve Tic. Ltd. Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@durukan.com.tr;E-Posta;Durukan Şekerleme San. Ve Tic. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@elmaslarmedikal.com.tr;E-Posta;Elmaslar İmalat Tıbbi Cihazlar İnşaat Taş. İthalat İhracat San. Ve Tic. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
emek@emekboru.com.tr;E-Posta;Emek Boru Makina Sanayi ve Ticaret A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@emiroglumakina.com;E-Posta;Emiroğlu Mak. San. ve Tic. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@ekatrafo.com;E-Posta;Eka Transformatör Elektrik İnşaat Turizm İth. İhr. Ltd. Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@ems.tc;E-Posta;EMS Mobil Sistemler A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@erdemsogutma.com.tr;E-Posta;Erdem Soğutma San. ve Tic. Ltd. Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@erentrafo.com.tr;E-Posta;Eren Elektrik San. ve Taah. Tic. Ltd. Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@erisimmak.com.tr;E-Posta;Erişim Endüstriyel Taahhüt ve Uluslar arası Tic. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
erkunt@erkunt.com.tr;E-Posta;Erkunt Traktör Sanayi ve Ticaret A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@ermaksandisli.com.tr;E-Posta;Ermaksan Makine Dişli Yedek Parça San. Ve Tic. Ltd.Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@ersamobilya.com;E-Posta;Ersa Mobilya San. Ve Tic. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@firat.com;E-Posta;Fırat Plastik Kauçuk San. Tic. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
gelenmakina@gelenmakina.com;E-Posta;Gelen Makina San. ve Tic. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@formmetal.com.tr;E-Posta;Formmetal Makine Sanayi A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
sales1@goker.com.tr;E-Posta;Göker İş Makinaları San. Ve Tic. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@goxu.com.tr;E-Posta;Göksu Kapı Mekatronik Yapı Teknolojileri San. ve Tic. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
gulsangrup@gulsangrup.com.tr;E-Posta;Gülsan Grup Mekanik Yedek Parça Elektrik Elektronik San. Tic. Ltd.Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@has-mak.com.tr;E-Posta;Hasmak Otomotiv İnşaat Gıda Turizm San. Tic. Ltd. Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@hawkpwr.com;E-Posta;Hawk Power Enerji A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@gurgenler.com.tr;E-Posta;Gürgenler Metal Şekillendirme İşleme Sanayi ve Ticaret A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@hidroan.com.tr;E-Posta;Hidroan Ankara Hidrolik Makina LTD. ŞTİ. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@hidromek.com.tr;E-Posta;Hidromek Hidrolik ve Mek. Mak. İmlt. San. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
hitit@hititmobilya.com.tr;E-Posta;Hitit Mobilya San. ve Tic. Ltd. Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@ipt.com.tr;E-Posta;IPT Akaryakıt Malzemeleri Petrol Kimya San. ve Tic. Ltd. Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
kabel@kabeltr.com;E-Posta;Kabel Kablo Elemanları San. Ve Tic. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@iba.com.tr;E-Posta;İba Kimya San. ve Tic. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@ibavalresa.com.tr;E-Posta;İbavalresa Boya ve Kimya San. Tic. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@kalipsansavunma.com;E-Posta;Kalıpsan Savunma Havacılık Metal Kalıp San.Tic.Ltd.Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
uretim@karel.com.tr;E-Posta;Karel Elektronik Sanayi ve Ticaret A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
katmer@katmerun.com.tr;E-Posta;Katmer Un ve İrmik San. A.Ş | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
kimetsan@kimetsan.com;E-Posta;Kimetsan Kimya Maden Met. Ends. İç ve Dış Tic. Müş. Müh. Ltd. Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@kodsan.com.tr;E-Posta;Kodsan Isı Teknolojileri San. ve Tic. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@koroas.com.tr;E-Posta;Koro Alüminyum Reklam San. Tic. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
kortek@kortek.com.tr;E-Posta;Kortek Korozyon Teknolojileri LTD. ŞTİ. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@krl.com.tr;E-Posta;Krl Bilgisayar Elektronik Mekanik Telekominikasyon ve Kontrol Sistemleri Tic. Ltd. Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@rootart.com.tr;E-Posta;Köksal Mobilya Sanayi ve Ticaret A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@kpa.com.tr;E-Posta;Küçükpazarlı Kardeşler Kalıp ve Makine San.Ltd.Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
lotus@lotusdokum.com.tr;E-Posta;Lotus Döküm Makina Sanayi Ve Tic. Ltd. Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
lule@luleplastik.com.tr;E-Posta;Lüle Plastik San. Ve Tic. Ltd. Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@manas.com.tr;E-Posta;Manas Enerji Yönetimi San. Ve Tic. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@marini.com.tr;E-Posta;Marini Makine A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
bilgi@mertoglu.com.tr;E-Posta;Mertoğlu Kent Mobilyaları A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
bilgi@metakaucuk.com;E-Posta;Meta Kauçuk ve Makina İmalat San. ve Tic. ltd. Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
